# advisor_vehicle_db_runtime_index_v1
META	sourcePath	data/vehicle_db_compact.json
META	sourceRows	155767
META	yearMin	2000
META	yearMax	2026
META	yearCount	27
META	makeCount	299
META	modelCount	1505
META	recordCount	11353
RECORD	2000	MITSUBISHI	MITSUBISHI	DIAMANTE	DIAMANTE	DIAMANTE	DIAMANTE	DIAMANTE	DIAMANTE
RECORD	2000	MITSUBISHI	MITSUBISHI	ECLIPSE	ECLIPSE	ECLIPSE	ECLIPSE	ECLIPSE	ECLIPSE
RECORD	2000	MITSUBISHI	MITSUBISHI	GALANT	GALANT	GALANT	GALANT	GALANT	GALANT
RECORD	2000	MITSUBISHI	MITSUBISHI	MIRAGE	MIRAGE	MIRAGE	MIRAGE	MIRAGE	MIRAGE
RECORD	2000	MITSUBISHI	MITSUBISHI	MONTERO	MONTERO	MONTERO	MONTERO	MONTERO	MONTERO
RECORD	2000	NISSAN	NISSAN	ALTIMA	ALTIMA	ALTIMA	ALTIMA	ALTIMA	ALTIMA
RECORD	2000	NISSAN	NISSAN	FRONTIER	FRONTIER	FRONTIER	FRONTIER	FRONTIER	FRONTIER
RECORD	2000	NISSAN	NISSAN	MAXIMA	MAXIMA	MAXIMA	MAXIMA	MAXIMA	MAXIMA
RECORD	2000	NISSAN	NISSAN	PATHFINDER	PATHFINDER	PATHFINDER	PATHFINDER	PATHFINDER	PATHFINDER
RECORD	2000	NISSAN	NISSAN	QUEST	QUEST	QUEST	QUEST	QUEST	QUEST
RECORD	2000	NISSAN	NISSAN	SENTRA	SENTRA	SENTRA	SENTRA	SENTRA	SENTRA
RECORD	2000	NISSAN	NISSAN	XTERRA	XTERRA	XTERRA	XTERRA	XTERRA	XTERRA
RECORD	2000	OLDSMOBILE	OLDSMOBILE	ALERO	ALERO	ALERO	ALERO	ALERO	ALERO
RECORD	2000	OLDSMOBILE	OLDSMOBILE	BRAVADA	BRAVADA	BRAVADA	BRAVADA	BRAVADA	BRAVADA
